uid,cid,qid,acc,time,conf,acc/time,type
5dd71029c944d16b0668c95f,SU,11,1,46.402,3,0.021550795224343777,2
5dd71029c944d16b0668c95f,SU,12,0,40.956,2,0.0,2
56f81ffe1b99b8000636b9c8,SU,2,1,27.708,3,0.03609065973726,1
56f81ffe1b99b8000636b9c8,SU,3,1,39.953,3,0.025029409556228566,1
56f81ffe1b99b8000636b9c8,SU,4,1,37.359,4,0.026767311758880055,1
56f81ffe1b99b8000636b9c8,SU,5,1,49.791,2,0.020083950914823966,1
56f81ffe1b99b8000636b9c8,SU,6,1,46.052,3,0.021714583514288194,1
56f81ffe1b99b8000636b9c8,SU,8,1,15.396,4,0.06495193556767992,2
56f81ffe1b99b8000636b9c8,SU,9,1,28.182,4,0.035483642041019094,2
56f81ffe1b99b8000636b9c8,SU,10,1,61.525,2,0.016253555465258026,2
56f81ffe1b99b8000636b9c8,SU,11,1,32.856,2,0.030435841246652055,2
56f81ffe1b99b8000636b9c8,SU,12,1,27.135,2,0.03685277317118113,2
5a8f13595292b80001235e09,SU,2,1,8.191,5,0.12208521548040531,1
5a8f13595292b80001235e09,SU,3,1,12.205,4,0.0819336337566571,1
5a8f13595292b80001235e09,SU,4,1,12.458,5,0.08026970621287526,1
5a8f13595292b80001235e09,SU,5,1,23.315,4,0.04289084280506112,1
5a8f13595292b80001235e09,SU,6,0,10.378,4,0.0,1
5a8f13595292b80001235e09,SU,8,1,8.33,5,0.12004801920768307,2
5a8f13595292b80001235e09,SU,9,1,10.641,4,0.09397613006296401,2
5a8f13595292b80001235e09,SU,10,0,20.365,4,0.0,2
5a8f13595292b80001235e09,SU,11,1,23.241,4,0.0430274084591885,2
5a8f13595292b80001235e09,SU,12,0,17.134,4,0.0,2
5f5d31087a4abb5718b814d6,SU,2,1,2.717,3,0.368052999631947,1
5f5d31087a4abb5718b814d6,SU,3,1,2.355,3,0.42462845010615713,1
5f5d31087a4abb5718b814d6,SU,4,1,2.317,4,0.4315925766076823,1
5f5d31087a4abb5718b814d6,SU,5,0,2.051,3,0.0,1
5f5d31087a4abb5718b814d6,SU,6,1,2.361,4,0.4235493434985175,1
5f5d31087a4abb5718b814d6,SU,8,0,2.183,4,0.0,2
5f5d31087a4abb5718b814d6,SU,9,0,3.01,3,0.0,2
5f5d31087a4abb5718b814d6,SU,10,0,4.798,3,0.0,2
5f5d31087a4abb5718b814d6,SU,11,0,3.782,4,0.0,2
5f5d31087a4abb5718b814d6,SU,12,1,3.032,3,0.32981530343007914,2
5f080e327d6f3f0009992faf,SU,2,1,22.187,4,0.045071438229593905,1
5f080e327d6f3f0009992faf,SU,3,1,23.294,2,0.04292950974499871,1
5f080e327d6f3f0009992faf,SU,4,1,23.173,3,0.043153670219652183,1
5f080e327d6f3f0009992faf,SU,5,1,32.014,3,0.03123633410382957,1
5f080e327d6f3f0009992faf,SU,6,0,16.893,3,0.0,1
5f080e327d6f3f0009992faf,SU,8,1,12.288,3,0.08138020833333333,2
5f080e327d6f3f0009992faf,SU,9,1,22.123,3,0.04520182615377661,2
5f080e327d6f3f0009992faf,SU,10,1,20.421,3,0.04896919837422262,2
5f080e327d6f3f0009992faf,SU,11,1,27.308,2,0.03661930569796397,2
5f080e327d6f3f0009992faf,SU,12,1,70.412,3,0.014202124637845821,2
5f36b817c592230c67533ae3,SU,2,1,27.466,5,0.03640865069540523,1
5f36b817c592230c67533ae3,SU,3,0,23.665,5,0.0,1
5f36b817c592230c67533ae3,SU,4,1,36.368,4,0.027496700395952485,1
5f36b817c592230c67533ae3,SU,5,1,48.283,4,0.020711223411966944,1
5f36b817c592230c67533ae3,SU,6,1,47.737,4,0.020948111527745773,1
5f36b817c592230c67533ae3,SU,8,1,17.112,5,0.0584385226741468,2
5f36b817c592230c67533ae3,SU,9,1,37.454,5,0.026699417952688632,2
5f36b817c592230c67533ae3,SU,10,1,60.748,3,0.016461447290445776,2
5f36b817c592230c67533ae3,SU,11,1,31.781,4,0.03146534092696895,2
5f36b817c592230c67533ae3,SU,12,1,49.813,3,0.02007508080220023,2
5e9bcccaf08add0db471c5a8,SU,2,1,104.928,5,0.00953034461726136,1
5e9bcccaf08add0db471c5a8,SU,3,1,125.042,4,0.007997312902864637,1
5e9bcccaf08add0db471c5a8,SU,4,1,25.84,5,0.03869969040247678,1
5e9bcccaf08add0db471c5a8,SU,5,1,192.709,4,0.005189171237461665,1
5e9bcccaf08add0db471c5a8,SU,6,1,31.526,4,0.031719850282306665,1
5e9bcccaf08add0db471c5a8,SU,8,1,19.429,5,0.05146945287971589,2
5e9bcccaf08add0db471c5a8,SU,9,1,28.024,5,0.03568369968598344,2
5e9bcccaf08add0db471c5a8,SU,10,1,51.659,5,0.019357711144234305,2
5e9bcccaf08add0db471c5a8,SU,11,1,51.337,4,0.019479128114225606,2
5e9bcccaf08add0db471c5a8,SU,12,1,48.568,4,0.0205896886839071,2
5f491f40c53d36421f2a6bf5,SU,2,1,40.743,5,0.024544093463907908,1
5f491f40c53d36421f2a6bf5,SU,3,1,29.232,5,0.034209085933223866,1
5f491f40c53d36421f2a6bf5,SU,4,1,26.743,5,0.03739296264443032,1
5f491f40c53d36421f2a6bf5,SU,5,1,54.058,4,0.018498649598579303,1
5f491f40c53d36421f2a6bf5,SU,6,1,175.155,4,0.005709228968627787,1
5f491f40c53d36421f2a6bf5,SU,8,1,20.699,5,0.04831151263346055,2
5f491f40c53d36421f2a6bf5,SU,9,1,18.592,5,0.05378657487091222,2
5f491f40c53d36421f2a6bf5,SU,10,1,55.371,5,0.018059995304401222,2
5f491f40c53d36421f2a6bf5,SU,11,0,96.079,5,0.0,2
5f491f40c53d36421f2a6bf5,SU,12,1,31.917,5,0.031331265469812325,2
5e9bca9fb3c35c0e577fb2f6,SU,2,1,18.352,5,0.05448997384481255,1
5e9bca9fb3c35c0e577fb2f6,SU,3,1,22.553,5,0.04433999911320002,1
5e9bca9fb3c35c0e577fb2f6,SU,4,1,37.933,5,0.02636227031871985,1
5e9bca9fb3c35c0e577fb2f6,SU,5,1,34.188,5,0.029250029250029248,1
5e9bca9fb3c35c0e577fb2f6,SU,6,1,31.699,4,0.0315467364901101,1
5e9bca9fb3c35c0e577fb2f6,SU,8,1,11.647,5,0.08585901948999743,2
5e9bca9fb3c35c0e577fb2f6,SU,9,1,22.686,4,0.044080049369655296,2
5e9bca9fb3c35c0e577fb2f6,SU,10,1,37.371,5,0.02675871665194937,2
5e9bca9fb3c35c0e577fb2f6,SU,11,1,24.588,4,0.04067024564828371,2
5e9bca9fb3c35c0e577fb2f6,SU,12,1,26.172,5,0.03820877273421978,2
5c02a8f12c022f000191edbb,SU,2,1,25.992,3,0.03847337642351493,1
5c02a8f12c022f000191edbb,SU,3,1,39.201,2,0.025509553327721233,1
5c02a8f12c022f000191edbb,SU,4,1,14.056,4,0.07114399544678429,1
5c02a8f12c022f000191edbb,SU,5,1,46.368,4,0.021566597653554176,1
5c02a8f12c022f000191edbb,SU,6,1,20.408,4,0.04900039200313602,1
5c02a8f12c022f000191edbb,SU,8,1,14.648,5,0.06826870562534135,2
5c02a8f12c022f000191edbb,SU,9,1,26.361,5,0.037934827965555175,2
5c02a8f12c022f000191edbb,SU,10,0,40.616,4,0.0,2
5c02a8f12c022f000191edbb,SU,11,1,26.216,5,0.038144644491913335,2
5c02a8f12c022f000191edbb,SU,12,0,21.504,5,0.0,2
5f2aec347b4ac542bc5f34d6,SU,2,1,28.183,4,0.03548238299684207,1
5f2aec347b4ac542bc5f34d6,SU,3,1,42.624,5,0.02346096096096096,1
5f2aec347b4ac542bc5f34d6,SU,4,1,17.14,5,0.058343057176196034,1
5f2aec347b4ac542bc5f34d6,SU,5,1,38.578,5,0.025921509668723103,1
5f2aec347b4ac542bc5f34d6,SU,6,0,32.932,5,0.0,1
5f2aec347b4ac542bc5f34d6,SU,8,1,17.201,5,0.058136154874716586,2
5f2aec347b4ac542bc5f34d6,SU,9,1,19.583,5,0.051064698973599554,2
5f2aec347b4ac542bc5f34d6,SU,10,1,53.571,5,0.018666816001194676,2
5f2aec347b4ac542bc5f34d6,SU,11,1,38.349,5,0.026076299251610213,2
5f2aec347b4ac542bc5f34d6,SU,12,0,161.717,2,0.0,2
5f58140ca41f0037c385bc5c,SU,2,1,47.352,5,0.021118432167595878,1
5f58140ca41f0037c385bc5c,SU,3,1,47.986,5,0.020839411495019382,1
5f58140ca41f0037c385bc5c,SU,4,1,38.719,5,0.025827113303546062,1
5f58140ca41f0037c385bc5c,SU,5,1,64.034,4,0.01561670362619858,1
5f58140ca41f0037c385bc5c,SU,6,1,46.994,4,0.021279312252627997,1
5f58140ca41f0037c385bc5c,SU,8,1,15.251,5,0.0655694708543702,2
5f58140ca41f0037c385bc5c,SU,9,1,27.798,4,0.03597381106554429,2
5f58140ca41f0037c385bc5c,SU,10,1,133.522,4,0.007489402495468912,2
5f58140ca41f0037c385bc5c,SU,11,1,117.262,4,0.008527911855503062,2
5f58140ca41f0037c385bc5c,SU,12,1,133.869,2,0.0074699893179152755,2
5efe640e0c3da136c6575e74,SU,2,1,15.453,5,0.0647123535883,1
5efe640e0c3da136c6575e74,SU,3,1,22.446,4,0.04455136772698921,1
5efe640e0c3da136c6575e74,SU,4,1,16.367,5,0.061098551964318445,1
5efe640e0c3da136c6575e74,SU,5,1,22.363,4,0.04471671958145151,1
5efe640e0c3da136c6575e74,SU,6,1,20.305,3,0.04924895345973898,1
5efe640e0c3da136c6575e74,SU,8,1,11.838,4,0.08447372867038351,2
5efe640e0c3da136c6575e74,SU,9,1,13.111,3,0.07627183281214248,2
5efe640e0c3da136c6575e74,SU,10,1,21.576,2,0.046347793845012975,2
5efe640e0c3da136c6575e74,SU,11,0,25.915,2,0.0,2
5efe640e0c3da136c6575e74,SU,12,0,21.306,2,0.0,2
5be4ad0aff68b30001975464,SU,2,1,17.567,5,0.05692491603574885,1
5be4ad0aff68b30001975464,SU,3,1,26.446,5,0.03781290176208122,1
5be4ad0aff68b30001975464,SU,4,1,25.192,5,0.03969514131470308,1
5be4ad0aff68b30001975464,SU,5,1,35.825,5,0.027913468248429864,1
5be4ad0aff68b30001975464,SU,6,1,31.289,5,0.03196011377800505,1
5be4ad0aff68b30001975464,SU,8,1,14.267,5,0.0700918202845728,2
5be4ad0aff68b30001975464,SU,9,1,19.918,5,0.05020584396023697,2
5be4ad0aff68b30001975464,SU,10,1,35.17,5,0.028433323855558714,2
5be4ad0aff68b30001975464,SU,11,1,34.741,4,0.028784433378428946,2
5be4ad0aff68b30001975464,SU,12,1,27.17,4,0.0368052999631947,2
5ee8a0884efd881a3e166a65,SU,2,0,31.547,4,0.0,1
5ee8a0884efd881a3e166a65,SU,3,1,28.107,4,0.035578325683993314,1
5ee8a0884efd881a3e166a65,SU,4,1,28.989,3,0.03449584325088827,1
5ee8a0884efd881a3e166a65,SU,5,1,31.464,4,0.03178235443681668,1
5ee8a0884efd881a3e166a65,SU,6,0,29.452,3,0.0,1
5ee8a0884efd881a3e166a65,SU,8,1,13.428,5,0.07447125409591897,2
5ee8a0884efd881a3e166a65,SU,9,0,17.15,4,0.0,2
5ee8a0884efd881a3e166a65,SU,10,0,20.012,4,0.0,2
5ee8a0884efd881a3e166a65,SU,11,1,21.084,4,0.0474293302978562,2
5ee8a0884efd881a3e166a65,SU,12,1,29.17,5,0.03428179636612958,2
5f48c980d8963d38bc9e91b1,SU,2,1,14.684,4,0.06810133478616182,1
5f48c980d8963d38bc9e91b1,SU,3,1,19.569,4,0.05110123153968011,1
5f48c980d8963d38bc9e91b1,SU,4,1,15.957,3,0.06266842138246537,1
5f48c980d8963d38bc9e91b1,SU,5,1,12.44,4,0.08038585209003216,1
5f48c980d8963d38bc9e91b1,SU,6,1,62.299,2,0.016051622016404758,1
5f48c980d8963d38bc9e91b1,SU,8,1,22.649,3,0.044152059693584704,2
5f48c980d8963d38bc9e91b1,SU,9,1,16.84,3,0.05938242280285036,2
5f48c980d8963d38bc9e91b1,SU,10,1,27.008,3,0.0370260663507109,2
5f48c980d8963d38bc9e91b1,SU,11,1,55.495,2,0.01801964140913596,2
5f48c980d8963d38bc9e91b1,SU,12,0,32.753,2,0.0,2
5eeba61a6480680fa250a4f5,SU,2,1,35.638,4,0.028059936023345868,1
5eeba61a6480680fa250a4f5,SU,3,1,37.572,4,0.02661556478228468,1
5eeba61a6480680fa250a4f5,SU,4,1,45.544,5,0.021956789039170914,1
5eeba61a6480680fa250a4f5,SU,5,1,49.094,4,0.02036908787224508,1
5eeba61a6480680fa250a4f5,SU,6,1,56.32,4,0.01775568181818182,1
5eeba61a6480680fa250a4f5,SU,8,1,15.386,5,0.06499415052645262,2
5eeba61a6480680fa250a4f5,SU,9,1,20.431,5,0.0489452302873085,2
5eeba61a6480680fa250a4f5,SU,10,1,44.116,5,0.022667512920482365,2
5eeba61a6480680fa250a4f5,SU,11,1,28.87,5,0.034638032559750606,2
5eeba61a6480680fa250a4f5,SU,12,1,29.458,5,0.03394663588838346,2
5dc5da21d999de45a504651b,SU,2,1,37.894,4,0.026389402016150316,1
5dc5da21d999de45a504651b,SU,3,1,38.933,4,0.025685151413967586,1
5dc5da21d999de45a504651b,SU,4,1,35.998,3,0.027779321073392968,1
5dc5da21d999de45a504651b,SU,5,1,48.126,4,0.02077878901217637,1
5dc5da21d999de45a504651b,SU,6,1,73.74,4,0.013561160835367509,1
5dc5da21d999de45a504651b,SU,8,1,27.074,4,0.036935805569919475,2
5dc5da21d999de45a504651b,SU,9,1,22.492,4,0.04446025253423439,2
5dc5da21d999de45a504651b,SU,10,1,60.295,4,0.01658512314453935,2
5dc5da21d999de45a504651b,SU,11,1,42.596,4,0.023476382758944505,2
5dc5da21d999de45a504651b,SU,12,1,48.652,4,0.020554139603716187,2
5ac560359534ba0001c74715,SU,2,1,48.201,5,0.020746457542374638,1
5ac560359534ba0001c74715,SU,3,1,28.987,5,0.034498223341497915,1
5ac560359534ba0001c74715,SU,4,1,67.332,5,0.014851779243153332,1
5ac560359534ba0001c74715,SU,5,1,82.344,5,0.012144175653356652,1
5ac560359534ba0001c74715,SU,6,1,84.233,1,0.01187183170491375,1
5ac560359534ba0001c74715,SU,8,1,43.881,5,0.022788906360383766,2
5ac560359534ba0001c74715,SU,9,1,27.643,5,0.0361755236407047,2
5ac560359534ba0001c74715,SU,10,1,96.166,5,0.010398685606139385,2
5ac560359534ba0001c74715,SU,11,1,77.896,5,0.012837629660059566,2
5ac560359534ba0001c74715,SU,12,1,63.238,5,0.015813276827224138,2
5e59982929132107a864c783,SU,2,1,77.819,5,0.01285033218108688,1
5e59982929132107a864c783,SU,3,1,71.352,5,0.014015024105841462,1
5e59982929132107a864c783,SU,4,1,55.783,5,0.017926608464944517,1
5e59982929132107a864c783,SU,5,1,64.0,5,0.015625,1
