uid,cid,acc,time,conf,type,acc/time
5f58e16e0fcd7108c2479e7c,SU,1.0,110.51699999999997,4.6,2,0.009048381696933507
5d470786da637a00014ba26f,SU,1.0,44.4528,5.0,1,0.022495770795090523
5d470786da637a00014ba26f,SU,1.0,43.742999999999995,4.6,2,0.0228608005852365
5f107aa051372032695c8e2f,SU,1.0,77.262,5.0,1,0.012942973259817246
5f107aa051372032695c8e2f,SU,1.0,105.56840000000003,5.0,2,0.009472531553002601
5efb03ef4cd406000b96ed93,SU,1.0,23.4254,4.0,1,0.04268870542231936
5efb03ef4cd406000b96ed93,SU,0.8,18.680000000000003,4.0,2,0.042826552462526764
5f481b06c2faa82a83a17564,SU,0.6,95.85440000000001,2.6,1,0.0062594935652406135
5f481b06c2faa82a83a17564,SU,0.8,66.4052,2.0,2,0.012047249311800885
5f16ccc87d339d0008e08016,SU,1.0,42.1514,5.0,1,0.023724004422154422
5f16ccc87d339d0008e08016,SU,1.0,71.51920000000001,4.4,2,0.013982259309388246
5f25e4ce3070d92d4bc46134,SU,0.8,66.1258,3.6,1,0.012098152309688503
5f25e4ce3070d92d4bc46134,SU,0.6,51.84660000000001,3.0,2,0.011572600710557681
5e40135348b18c000c5d6a61,SU,1.0,34.708600000000004,4.2,1,0.02881130325049123
5e40135348b18c000c5d6a61,SU,1.0,41.40859999999999,4.2,2,0.024149572794057276
5f52585f5eceb74e35b1c704,SU,1.0,62.1024,5.0,1,0.016102437264904415
5f52585f5eceb74e35b1c704,SU,1.0,134.77619999999996,5.0,2,0.007419707633840398
5eb1614dfff7a624f18e62be,SU,1.0,22.2358,4.2,1,0.04497252178918681
5eb1614dfff7a624f18e62be,SU,0.6,23.207199999999993,4.4,2,0.025854045296287365
5e3723a2c0b2896ad554be73,SU,0.8,49.778999999999996,5.0,1,0.016071033970148058
5e3723a2c0b2896ad554be73,SU,1.0,51.546800000000005,5.0,2,0.01939984635321688
5b7332e8fd718d00013d0655,SU,1.0,53.830999999999996,3.4,1,0.01857665657334993
5b7332e8fd718d00013d0655,SU,0.8,39.3274,3.0,2,0.02034205159761388
5df03e82650cd80a11bb8ead,SU,1.0,38.715599999999995,4.4,1,0.025829381437973326
5df03e82650cd80a11bb8ead,SU,1.0,36.065200000000004,4.4,2,0.0277275600856227
59966d059845ef00014de3d5,SU,0.4,20.318800000000003,3.6,1,0.01968620194105951
59966d059845ef00014de3d5,SU,0.4,46.1294,2.6,2,0.008671259543805036
558a1a79fdf99b2d7699aa79,SU,0.8,23.273200000000003,4.0,1,0.034374301771995255
558a1a79fdf99b2d7699aa79,SU,0.6,36.51780000000001,3.6,2,0.016430343558483804
5ea383db65c288304e377a72,SU,1.0,50.61880000000001,5.0,1,0.019755505859483036
5ea383db65c288304e377a72,SU,1.0,36.564799999999984,5.0,2,0.02734870695313527
5f0889eaeff16b0b1a12f565,SU,0.8,64.2136,5.0,1,0.012458420023172661
5f0889eaeff16b0b1a12f565,SU,1.0,45.870000000000005,4.8,2,0.021800741225201654
5ea70b0537c5170b90ece8ac,SU,1.0,34.7864,4.6,1,0.02874686659154152
5ea70b0537c5170b90ece8ac,SU,1.0,20.000600000000002,3.8,2,0.049998500044998645
5f608664df4c460216088707,SU,1.0,41.745400000000004,5.0,1,0.02395473513249364
5f608664df4c460216088707,SU,1.0,32.560799999999986,5.0,2,0.030711776123436785
5c35655f87b777000170d85a,SU,1.0,75.7498,5.0,1,0.013201354987075874
5c35655f87b777000170d85a,SU,1.0,63.820199999999986,5.0,2,0.015669020153493723
5db07d0f3b276c00161dc217,SA,1.0,27.367,2.0,1,0.03654035882632367
5db07d0f3b276c00161dc217,SA,0.6,71.17820000000002,2.0,2,0.008429547249017252
5f21fd432f24890008302531,SA,1.0,20.588,5.0,1,0.04857198367981348
5f21fd432f24890008302531,SA,0.8,35.51840000000001,4.6,2,0.022523537096265596
5ce2cadbed552600199dc85c,SA,1.0,14.774799999999999,4.2,1,0.06768281127324904
5ce2cadbed552600199dc85c,SA,1.0,18.5408,3.8,2,0.05393510528132551
5ccc9ace9731e100191422ab,SA,1.0,37.9822,4.8,1,0.026328122120361643
5ccc9ace9731e100191422ab,SA,0.6,54.34340000000001,4.6,2,0.01104089917082847
569ad7c8af9ad7000b64253d,SA,1.0,37.008399999999995,5.0,1,0.027020892554122853
569ad7c8af9ad7000b64253d,SA,1.0,49.298199999999994,5.0,2,0.020284716277673427
5f5f7ca62445b10428933069,SA,1.0,15.994799999999998,4.8,1,0.06252031910370871
5f5f7ca62445b10428933069,SA,1.0,25.678800000000003,3.6,2,0.038942629717899586
5c7093155ba5060001ce5f1a,SA,1.0,31.452800000000003,5.0,1,0.031793671787567396
5c7093155ba5060001ce5f1a,SA,1.0,59.84740000000001,4.4,2,0.016709163639523184
5d6a55cb78fce300014e078e,SA,1.0,21.984,4.0,1,0.04548762736535662
5d6a55cb78fce300014e078e,SA,1.0,27.8106,4.0,2,0.035957512603108165
5f50db296d9ce726e639d020,SA,1.0,15.195600000000002,5.0,1,0.0658085235199663
5f50db296d9ce726e639d020,SA,0.8,12.732799999999997,5.0,2,0.06282985674792663
5f21e6c26a97191b91aadeee,SA,1.0,20.6394,4.6,1,0.048451020863009585
5f21e6c26a97191b91aadeee,SA,1.0,42.7386,3.8,2,0.02339805234612271
5ea0eccdddea230fb0e4f1d6,SA,1.0,19.274,5.0,1,0.05188336619279858
5ea0eccdddea230fb0e4f1d6,SA,1.0,27.004600000000003,5.0,2,0.03703072809817586
5b9fec95c97c38000126d696,SA,0.8,102.8406,4.8,1,0.007779028904926654
5b9fec95c97c38000126d696,SA,0.8,29.343799999999987,4.6,2,0.02726299933887228
5ef086bbcb94ad5bd2de6ca6,SA,1.0,28.017199999999995,5.0,1,0.03569236040717845
5ef086bbcb94ad5bd2de6ca6,SA,1.0,36.3554,4.6,2,0.027506230161131493
5f09b598362fe7034e7c369d,SA,1.0,34.3786,4.6,1,0.029087862798368752
5f09b598362fe7034e7c369d,SA,1.0,35.0536,4.0,2,0.028527740374740394
5f19a0cc322f3a000b25172a,SA,0.8,26.5688,4.4,1,0.030110505555388276
5f19a0cc322f3a000b25172a,SA,0.8,36.681999999999995,3.8,2,0.02180906166512186
5f2af36061a10a452cd8dc4e,SA,0.8,20.9114,3.2,1,0.038256644700976505
5f2af36061a10a452cd8dc4e,SA,0.8,32.471799999999995,2.8,2,0.02463676174403637
5ea1dc309315030c68262aa3,SA,1.0,22.6368,5.0,1,0.044175855244557534
5ea1dc309315030c68262aa3,SA,1.0,47.360200000000006,5.0,2,0.02111477569773776
5bce39c6bdb0060001d4c31e,SA,1.0,18.368,4.6,1,0.0544425087108014
5bce39c6bdb0060001d4c31e,SA,1.0,38.290800000000004,4.6,2,0.026115933853562732
5f4d20aefc6fe997ede5a7c8,SA,1.0,36.868,4.4,1,0.02712379299121189
5f4d20aefc6fe997ede5a7c8,SA,1.0,33.187799999999996,4.6,2,0.03013155436636355
5cac639638d61000014da640,SA,0.2,15.997,4.4,1,0.012502344189535539
5cac639638d61000014da640,SA,0.6,19.4364,5.0,2,0.030869914181638574
5d1d252e111ef300182bfb3b,SA,1.0,54.4578,4.6,1,0.018362842421104048
5d1d252e111ef300182bfb3b,SA,0.6,37.5576,4.0,2,0.015975461690842865
5d7ebf9e93902b0001965912,SA,1.0,30.061200000000003,4.2,1,0.03326547177092065
5d7ebf9e93902b0001965912,SA,1.0,29.304199999999998,3.6,2,0.03412480122303288
5e861e3aad5d5a23ed166c23,SA,1.0,37.8542,4.8,1,0.02641714789904423
5e861e3aad5d5a23ed166c23,SA,1.0,54.278,4.0,2,0.018423670732156675
5f39806dc29bbc1014a85a72,SA,0.6,5.486999999999999,2.8,1,0.10934937124111538
5f39806dc29bbc1014a85a72,SA,0.2,4.4584,3.4,2,0.04485914229319936
5f2175e522764352a52e1a55,SA,0.4,4.4402,3.2,1,0.0900860321607135
5f2175e522764352a52e1a55,SA,0.4,4.189800000000001,2.8,2,0.09546995083297531
580cab86b869700001d71628,SA,1.0,34.0038,2.0,1,0.029408477876002096
580cab86b869700001d71628,SA,0.4,23.762400000000003,1.6,2,0.01683331650001683
5a232191cbf02200012a2283,SA,1.0,19.272,4.4,1,0.05188875051888751
5a232191cbf02200012a2283,SA,0.8,20.7684,3.6,2,0.03852005932089136
5e0fdde8b638537085d51b6c,SA,0.4,14.307399999999998,2.4,1,0.02795756042327747
5e0fdde8b638537085d51b6c,SA,0.6,13.283599999999998,2.4,2,0.04516847842452348
5eea99b2638e481b2e074584,SA,1.0,22.0484,5.0,1,0.04535476497160792
5eea99b2638e481b2e074584,SA,0.8,19.332199999999997,4.6,2,0.041381736170741056
5f5a8366a5d808155508d64c,SA,0.6,3.2042,3.8,1,0.1872542288246676
5f5a8366a5d808155508d64c,SA,0.4,2.9895999999999985,3.2,2,0.13379716350013388
5b2973a08c745200013b84ae,SA,1.0,17.665399999999998,4.8,1,0.056607832259671455
5b2973a08c745200013b84ae,SA,0.8,38.447199999999995,4.6,2,0.02080775713185876
5f4538b6ffe9f50c3cbe3ae1,SA,1.0,10.0122,5.0,1,0.09987814865863646
5f4538b6ffe9f50c3cbe3ae1,SA,0.8,17.429799999999993,4.2,2,0.045898403883004986
5c6659863595be0001ade448,SA,0.8,12.2758,4.6,1,0.06516886883135926
5c6659863595be0001ade448,SA,0.4,56.0754,4.4,2,0.007133252727577512
5e7760fbcce2a22c8c9698c7,SA,1.0,33.3716,4.4,1,0.029965599491783432
5e7760fbcce2a22c8c9698c7,SA,1.0,36.8138,4.4,2,0.027163726645986017
5e87206614560f0118569c49,SA,1.0,17.207,5.0,1,0.05811588307084326
5e87206614560f0118569c49,SA,0.8,26.090600000000002,4.6,2,0.03066238415367987
5ece6bbcb53e7d21a8faa5bb,SA,1.0,16.0714,4.8,1,0.062222332839702826
5ece6bbcb53e7d21a8faa5bb,SA,1.0,21.1076,4.8,2,0.04737630047944816
5e9ec8f7e16784000beea696,SA,1.0,17.5922,5.0,1,0.056843373767919876
5e9ec8f7e16784000beea696,SA,1.0,22.586000000000006,5.0,2,0.04427521473479145
5be1b59a8425f6000141b942,SA,1.0,38.5124,4.6,1,0.025965663007239227
5be1b59a8425f6000141b942,SA,0.8,50.387000000000015,4.4,2,0.015877111159624504
5d604ce86288010001e8df36,SA,1.0,21.608600000000003,4.0,1,0.04627787084771803
5d604ce86288010001e8df36,SA,0.8,28.978199999999998,4.0,2,0.02760695971454404
5f5571144af6f3944d6d2833,SA,0.8,27.631400000000003,3.0,1,0.028952568454729037
5f5571144af6f3944d6d2833,SA,0.8,39.09260000000001,2.2,2,0.020464231082097373
5f16480e6daab41e0cfe88c4,SA,1.0,15.571800000000001,4.6,1,0.06421865166518963
5f16480e6daab41e0cfe88c4,SA,1.0,52.76279999999999,4.4,2,0.0189527470111518
5586015efdf99b4204044ae1,SA,1.0,37.4036,4.2,1,0.026735394454009777
5586015efdf99b4204044ae1,SA,1.0,36.5032,4.4,2,0.027394858532950535
5f235c88d7c5b4117f9ba2fb,SA,1.0,34.4654,4.6,1,0.029014605952636555
5f235c88d7c5b4117f9ba2fb,SA,0.6,49.4938,2.8,2,0.012122730523823186
5b421b9ac2e3810001763252,SA,1.0,25.854000000000003,4.6,1,0.038678734431809386
5b421b9ac2e3810001763252,SA,0.8,46.866800000000005,4.2,2,0.017069652717915454
5f21cbf0a6367c60710a9ad7,SA,1.0,24.7358,3.8,1,0.04042723501968806
5f21cbf0a6367c60710a9ad7,SA,1.0,72.0796,3.2,2,0.013873550907607701
5e94c3053972c80824bfeec2,SA,1.0,14.8494,4.8,1,0.06734278826080516
5e94c3053972c80824bfeec2,SA,0.8,37.352,4.2,2,0.02141786249732277
5eacb65b5fe9ad3315a0a595,SA,1.0,16.061,4.8,1,0.062262623746964695
5eacb65b5fe9ad3315a0a595,SA,0.6,22.5148,4.0,2,0.026649137456251
5f0dd043b221e201edcc92ee,SA,1.0,21.5214,4.8,1,0.04646537864637059
5f0dd043b221e201edcc92ee,SA,1.0,22.375199999999996,4.6,2,0.04469233794558262
5c50efd2cc71f4000125ce0d,SA,0.4,45.9448,5.0,1,0.00870609949330501
5c50efd2cc71f4000125ce0d,SA,0.8,55.71299999999999,4.8,2,0.014359305727568076
5f22bcd1a4bddc0322f5eef8,SA,1.0,20.0072,5.0,1,0.04998200647766804
5f22bcd1a4bddc0322f5eef8,SA,1.0,22.924799999999994,4.4,2,0.0436208821887214
5c6c65f096e5aa000163e34f,SA,1.0,13.951999999999998,5.0,1,0.07167431192660552
5c6c65f096e5aa000163e34f,SA,1.0,12.262599999999997,5.0,2,0.08154877432192197
5f5df3d81e5227657f23050a,SA,0.8,53.865199999999994,3.8,1,0.014851889531645667
5f5df3d81e5227657f23050a,SA,0.8,33.484,3.8,2,0.023892008123282762
595ceea8dd044900012ce64a,SA,1.0,51.050200000000004,4.4,1,0.019588561846966317
595ceea8dd044900012ce64a,SA,0.4,92.4842,3.6,2,0.004325063091857853
5f50f7c6c2e4fb2ad2c2ed3e,SA,1.0,25.107799999999997,4.6,1,0.03982826054054916
5f50f7c6c2e4fb2ad2c2ed3e,SA,1.0,31.007000000000005,4.0,2,0.03225078208146547
5f0f0befef60ac043a1514bd,SA,1.0,67.9532,4.6,1,0.014716010430708195
5f0f0befef60ac043a1514bd,SA,1.0,84.75099999999998,3.4,2,0.01179927080506425
5e190df45941db1d594988bd,SA,1.0,22.047800000000002,3.6,1,0.04535599923801921
5e190df45941db1d594988bd,SA,0.6,32.5964,2.6,2,0.01840694064375207
5f3f42c20b92a323011faad4,SA,1.0,13.383199999999999,3.4,1,0.07472054516109751
5f3f42c20b92a323011faad4,SA,0.8,26.07439999999999,2.2,2,0.030681434663884895
5c1b06d9a329230001ecc39c,SA,1.0,26.1804,5.0,1,0.038196513422254816
5c1b06d9a329230001ecc39c,SA,1.0,55.748400000000004,5.0,2,0.017937734535879057
5f2b328b26309f560e842f13,SA,1.0,22.354999999999997,4.8,1,0.04473272198613286
5f2b328b26309f560e842f13,SA,1.0,44.6422,4.0,2,0.022400329732853667
5f52feb680ec78616bb452e9,SA,1.0,24.418400000000002,4.4,1,0.04095272417521213
5f52feb680ec78616bb452e9,SA,1.0,21.467200000000002,4.8,2,0.046582693597674585
5f5e8671f233b4746ed1df46,SA,1.0,25.5766,4.0,1,0.03909823823338521
5f5e8671f233b4746ed1df46,SA,1.0,29.907799999999998,3.8,2,0.03343609359431319
5f1534f66bc35e12cc08ea02,SA,1.0,18.040200000000002,3.6,1,0.05543175796277203
5f1534f66bc35e12cc08ea02,SA,0.8,21.943999999999996,3.0,2,0.036456434560699975
5e8f8ebc09b58f28c329da6f,SA,1.0,28.868000000000002,4.6,1,0.03464043231259526
5e8f8ebc09b58f28c329da6f,SA,0.8,30.422999999999995,4.4,2,0.026295894553462845
5c254999a579860001dee1ff,SA,0.8,24.675600000000003,4.0,1,0.032420690884922755
5c254999a579860001dee1ff,SA,0.6,35.12339999999999,3.0,2,0.0170826286749005
5ee7fa3162ca1f0e567d6bc1,SA,1.0,12.2372,5.0,1,0.08171804007452685
5ee7fa3162ca1f0e567d6bc1,SA,0.8,46.7128,4.2,2,0.01712592694079567
5b0881a82e75960001b8b505,SA,1.0,18.2586,5.0,1,0.05476871173036268
5b0881a82e75960001b8b505,SA,1.0,20.544,5.0,2,0.04867601246105919
5f518d581f546c3dd49139c7,SA,1.0,12.6028,4.8,1,0.07934744659916844
5f518d581f546c3dd49139c7,SA,1.0,19.2108,4.0,2,0.05205405292856102
5c71b88ae559500001d1fcf2,SA,0.8,19.0228,4.8,1,0.042054797401013526
5c71b88ae559500001d1fcf2,SA,0.8,34.015,4.4,2,0.0235190357195355
